idnumber	Canonical_Smiles	Group
Z56923231	Cc1ccc[n+](c1)\C(=C(\S)/Nc2cccc(c2)C(F)(F)F)\C(=O)c3ccc(cc3)C4CCCCC4	L7
Z54430256	CCn1c(SC(C)C(=O)NC(C)CCc2ccccc2)nc3ccccc13	L7
Z167782626	Clc1cccc(Cl)c1SCc2nnc(s2)C(=O)NCc3ccccc3	L7
Z1213676371	Cc1ccc2c(Cl)c(sc2c1)C(=O)N(Cc3sccc3C)C4CCS(=O)(=O)C4	L7
Z18766553	Cc1ccc(NC(=O)COC(=O)c2ccccc2Cc3ccccc3)cc1Cl	L7
Z26709343	COc1ccccc1CNC(=O)Cc2c(C)nc3ccccc3c2c4ccccc4	L7
Z937726232	Cc1ccc(c(C)c1)c2nc(cs2)C(=O)OCC(=O)c3ccc4CCCc4c3	L7
Z52526763	COc1ccc(cc1NC(=O)C)S(=O)(=O)Nc2cccc(c2)c3csc(C)n3	L7
Z212929092	Cc1cccc(Cc2cnc(NC(=O)CNC(=O)c3ccc(Cl)cc3)s2)c1	L7
Z1557056548	OC1CS(=O)(=O)CC1N2CCN(CC2)c3nc4cc(ccc4s3)C(F)(F)F	L7
Z151874650	CCCCN1C(=O)NC(=O)C(=C1N)N(C2CCCC2)C(=O)CN3N=NN(C3=O)c4ccccc4	L7
Z25096519	Oc1ccc(cc1)n2nnnc2SCC(=O)Nc3cc(Cl)ccc3n4cncn4	L7
Z19860648	COC(=O)c1oc(CSc2nnc(c3ccccc3)n2c4ccc(C)cc4)cc1	L7
Z28296208	COc1ccc(cc1S(=O)(=O)N(C)C)C(=O)Nc2ccc3nc(C)sc3c2	L7
Z106522338	COc1ccc(C2CCCN2CC(=O)Nc3cccc(c3)S(=O)(=O)C)c(OC)c1	L7
Z747506990	O=C(Nc1nccs1)C2CCCN(C2)C(=O)NCc3ccnc(Oc4ccccc4)c3	L7
Z281734756	Clc1ccccc1CCC(=O)NCc2ccccc2c3ccc(CN4CCCC4=O)cc3	L7
Z392188388	COc1cc(NC(=O)c2nn(c3CCCCc23)c4ccccc4Cl)c(OC)cc1Cl	L7
Z26005643	CN(CC(=O)Nc1ccccc1C(=O)Nc2ccc3OCOc3c2)S(=O)(=O)c4cccs4	L7
Z49570659	COc1ccc(Br)cc1\C=N\Nc2ccc(Cl)c(Cl)c2	L7
Z88432756	O=C(Nc1nc(cs1)c2ccc3OCOc3c2)c4ccc(CN5CCCC5=O)cc4	L7
Z44842097	CC(C)CCOc1ccc(\C=N\NC(=O)c2ccc(cc2)n3c(C)ccc3C)cc1	L7
Z54515442	CCOc1ccc(cc1)n2c(C)cc(\C=C(/C#N)\C(=O)OCC3=CC(=O)N4C=C(C)C=CC4=N3)c2C	L7
Z28284779	O=C(Cc1csc(n1)c2ccccc2)Nc3ccc(Oc4ccccc4)cc3	L7
Z146299862	Clc1ccc(cc1S(=O)(=O)NC2CC2)C(=O)Nc3ccccc3N4CCCC4=O	L7
Z1446647772	Cc1nc2ccccc2c(c3ccccc3)c1C(=O)\C=C\c4cccc5nccnc45	L7
Z30537939	CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(cc2)S(=O)(=O)Nc3nccs3)c1C	L7
Z30848691	COc1ccc(NC(=O)c2cn(nc2c3ccccc3C)c4ccccc4)cc1OC	L7
Z95747219	O=C(Cc1csc(n1)N2CCCC2=O)Nc3ccccc3C(=O)NC4CCCC4	L7
Z56801894	CCc1cc2C(=O)C(=C(Oc2c(CN3CCCCC3)c1O)C(F)(F)F)c4cnn(c4)c5ccccc5	L7
Z90520833	CCOC(CCCNCc1cn(nc1c2ccc(C)cc2)c3ccc(F)cc3)OCC	L7
Z166934702	CC1Oc2ccccc2N(CCC(=O)N(C)CC(=O)Nc3ccccc3C(F)(F)F)C1=O	L7
Z140843028	CC(C)(C)c1ccc(NC(=O)CN(Cc2occc2)C3CCS(=O)(=O)C3)cc1	L7
Z73432122	Cc1ccccc1C(=O)N2CCC(CC2)C(=O)N3Cc4ccccc4CC3C(=O)N	L7
Z26514227	Cc1ccc(OCCCC(=O)NNC(=O)CCN2CCN(CC2)c3ccccc3)cc1	L7
Z30645341	O=C(Nc1ccc(cc1)N2CCCC2)c3cccc(c3)S(=O)(=O)N4CCCCCC4	L7
Z381609862	CCN(c1ccccc1)S(=O)(=O)c2cc(NC(=O)C3CCN(CC3)C(=O)N(C)C)ccc2Cl	L7
Z221426228	Fc1ccccc1NC2=NN(C(=S)S2)c3ccc(Cl)c(Cl)c3	L7
Z1551629957	CCCCCOc1cc(C)c(C)cc1S(=O)(=O)n2nnc3ccccc23	L7
Z45804501	S=C(Nc1ccc(Oc2ccccc2)cc1)N3CCC(Cc4ccccc4)CC3	L7
Z381034762	CC(CCc1ccccc1)NCc2cn(Cc3ccccc3)nc2c4cccnc4	L7
Z20231982	Cc1nc(SCc2ccc(Cl)cc2)c3c4CCCCc4sc3n1	L7
Z424332136	Cc1ccc(cc1)c2nc(cs2)C(=O)Nc3cccc(c3)C4(C)NC(=O)NC4=O	L7
Z241408672	CC(C)c1cc(C(=O)NCc2ccc(cc2)C(=O)N3CCOCC3)c4cnn(C(C)C)c4n1	L7
Z335385200	CC(NC(=O)CCc1oc(cn1)c2ccccc2F)c3cnn(c3C)c4ccc(C)cc4	L7
Z211309130	Cc1ccc(NC(=S)N(Cc2c(F)cccc2Cl)C3CC3)cc1Cl	L7
Z1723556243	CCC(=O)N1N=C(CC1c2cccc(OC)c2OC)C3=C(c4ccc(Cl)cc4)c5ccccc5NC3=O	L7
Z46357483	CN(C)C(=O)c1ccc(NC(=O)CN2CCCC2c3nc4ccccc4s3)cc1	L7
Z606376566	[O-][N+](=O)c1cccc2cc([nH]c12)C(=O)N3CCC(CC3)c4ccccc4	L7
Z200627926	CN(C(=O)CN1CC(Oc2ccccc12)C(=O)N3CCCCC3)c4ccc(cc4)[N+](=O)[O-]	L7
Z1157726459	CCC(=O)N1N=C(CC1c2ccc3nccnc3c2)c4c(C)nc5ccccc5c4c6ccccc6	L7
Z654691820	Cc1oc(nc1C(=O)NCCNC(=O)c2ccc(O)cc2)c3cccs3	L7
Z1603581980	CC(NC(=O)c1csc(n1)c2cccc(c2)C(F)(F)F)(C3CC3)C(=O)O	L7
Z916734462	Clc1cccc(c1)c2cn[nH]c2NC(=O)c3sc4ccccc4c3Cl	L7
Z20243606	Cc1cc(SCC(=O)c2cc(C)n(c2C)c3ccccc3F)nc4ccccc14	L7
Z18525138	CCC(C)c1ccccc1NC(=O)COC(=O)c2c3ccccc3cc4ccccc24	L7
Z1323779091	Cc1ccc(cc1)c2oc(CCC(=O)NCCc3oc(nn3)c4ccccc4)nc2	L7
Z915956174	COc1ccc(NC(=O)CO\N=C(/N)\c2ccc(Oc3ccc(F)cc3)nc2)cc1	L7
Z1625025149	Fc1ccc(cc1)C(=O)N2CCCC(C2)C(=O)Nc3nnn(Cc4ccccc4)n3	L7
Z57788947	COc1ccc(CN(C2CCS(=O)(=O)C2)C(=O)c3sc4cc(C)ccc4c3Cl)cc1	L7
Z29335641	COC(=O)c1ccc(C)c(NC(=O)c2ccc(OC)c(c2)S(=O)(=O)N3CCCC3)c1	L7
Z18847011	CCCCN1C(=O)NC(=O)C(=C1N)N(CCC(C)C)C(=O)CSc2nncn2c3ccccc3	L7
Z109066622	CCCCN1C(=O)NC(=O)C(=C1N)N(Cc2ccccc2OC)C(=O)c3ccc(CN(C)C)cc3	L7
Z24320961	COc1ccc(OCc2nnc(SCC(=O)c3ccc4OCC(=O)Nc4c3)n2C)cc1	L7
Z1041114194	Cc1nc2ccccc2c(c3ccccc3)c1C(=O)\C=C\c4ccccc4	L7
Z56863084	C\C(=C\c1ccccc1)\C=C\c2nc(cs2)c3ccc(F)cc3	L7
Z56773135	CC1(C)C2CCC1(C)c3c2c(nn3c4ccccc4)C(=O)Nc5ccccc5	L7
Z1955644082	Cn1nccc1c2ccccc2OCC(=O)NCCC(c3ccccc3)c4ccccc4	L7
Z318252236	CN(Cc1ccc(cc1)C(=O)NCC(F)(F)F)C(=O)COc2cccc3ccccc23	L7
Z239528250	COc1ccc(\C=C\C(=O)NCCC(=O)Nc2nc(C)c(s2)c3nccn3C(F)F)cc1	L7
Z26408974	COc1cc(ccc1OCc2c(C)onc2C)C(=O)Nc3ccccc3C(C)(C)C	L7
Z65824153	Cn1c(SCC(=O)c2ccc3NC(=O)Cc3c2)nnc1C4COc5ccccc5O4	L7
Z965744180	Cc1csc(n1)c2ccc(cc2)C(=O)Nc3cccc(c3)C(=O)NC4CC4	L7
Z28768159	CC(C)C(=O)N1CCN(CC1)C(=O)c2cc(nn2c3ccccc3)c4cccs4	L7
Z56814880	CCCCc1ccc(NC(=O)COC(=O)c2ccccc2c3ccc(C)cc3)cc1	L7
Z444257106	CCCS(=O)(=O)N1CCCC(C1)C(=O)Nc2nc(cs2)c3ccccc3OC	L7
Z56836480	CC(C)(C)c1ccccc1NC(=O)C(=O)c2c(cc3ccccn23)c4ccccc4	L7
Z29041476	CCCCN1C(=O)NC(=O)C(=C1N)N(CCC(C)C)C(=O)CCCC2=Nc3ccccc3C(=O)N2	L7
Z24794762	Cc1cccc(c1)n2nnnc2SCCCC(=O)c3ccc(F)cc3	L7
Z226845294	CS(=O)(=O)c1ccc(cc1)C(=O)CSc2oc(cn2)c3ccc(F)cc3	L7
Z45579537	COc1ccc(cc1NC(=O)C)S(=O)(=O)Nc2ccccc2C(=O)NCc3ccc(C)cc3	L7
Z90230843	CN(CC1=Nc2scc(c3occc3)c2C(=O)N1)Cc4ccc5OCCOc5c4	L7
Z20243048	Cc1cc(SCC(=O)c2c(c3ccccc3)n(C)c4ccccc24)nc5ccccc15	L7
Z169704276	COC(=O)c1cnc(NC(=O)\C=C\c2oc(cc2)c3ccccc3F)s1	L7
Z44308714	CCN(Cc1ccccc1)c2ccc(\C=C(/C#N)\C(=O)Nc3cccc(c3)C(F)(F)F)cc2	L7
Z109550788	Clc1cc(CNC(=O)C2CCCN(C2)C(=O)Nc3ccccc3)cc4OCCCOc14	L7
Z1381541913	CCCC(=O)Nc1cccc(NCC#Cc2ccc(cc2)C(F)(F)F)c1C	L7
Z821261178	Fc1ccc(cc1)S(=O)(=O)CCCSc2ncnc3sc4CCCc4c23	L7
Z48956015	[O-][N+](=O)c1ccc2nc(cc(c3ccccc3)c2c1)c4ccc5OCCOc5c4	L7
Z16245108	Fc1ccc(cc1)c2nnc(SCC(=O)NCC3CCCCC3)c4ccccc24	L7
Z56790654	CCCCCn1c2N=C(OC(=O)c2c3nc4ccccc4nc13)c5ccc(F)cc5	L7
Z106741824	O=C(CN1CCC(CC1)C(=O)Nc2ccc3OCOc3c2)Nc4ccccc4C(=O)NC5CCCC5	L7
Z90161528	CC(N(C)c1ncnc2sc3CCCCc3c12)c4ccc(cc4)n5cncn5	L7
Z46451630	CN(Cc1ccccc1Br)C(=O)CN2CCC(CC2)c3nc4ccccc4s3	L7
Z1801597403	Brc1ccccc1c2oc(SCC3CCC4(CCCCC4)O3)nn2	L7
Z65233844	O=C(CN1CCN(CC1)C(=O)c2cccs2)Nc3ccccc3C(=O)Nc4ccc5OCOc5c4	L7
Z29659882	COc1cc(C)c(NC(=O)c2cc(nn2c3ccccc3)c4ccccc4)cc1OC	L7
Z57905103	CCCCCOc1ccc(cc1OC)C2N(Cc3occc3)C(=O)C4=C2C(=O)c5ccccc5O4	L7
Z90533995	Cc1ccc(CNCc2cn(Cc3ccccc3)nc2c4cccs4)cc1	L7
Z1318145514	CCC1(C)NC(=O)N(NC(=O)CN(C2Cc3ccccc3C2)c4ccccc4)C1=O	L7
Z17185397	Clc1ccc(cc1)c2oc(CSc3nnc(Cc4ccccc4)n3c5ccc(Cl)cc5)nn2	L7
Z453757506	CC1CC1c2oc(CCC(=O)Nc3nc4CC(C)(C)CC(=O)c4s3)cc2	L7
Z31253247	Cc1sc2ncnc(Oc3ccc(cc3)C(=O)c4ccc(F)cc4)c2c1C	L7
Z19421351	Clc1ccc(cc1)n2nnnc2SCC(=O)NCCC3=CCCCC3	L7
Z229998488	O=C(N1CCN(Cc2onc(n2)c3cccs3)CC1)c4ccc(cc4)S(=O)(=O)NCC#C	L7
Z56797930	CCC(C)(C)C1CCc2sc3ncnc(N\N=C/c4c(Cl)cccc4Cl)c3c2C1	L7
Z30617360	CCOC(=O)c1ccccc1NC(=O)c2ccc3N4CCCCCC4=NS(=O)(=O)c3c2	L7
Z28671120	O=C(Nc1nc(cs1)c2ccc3OCCOc3c2)c4ccc5SCC(=O)Nc5c4	L7
Z217676114	COc1cc(ccc1OCc2c(C)onc2C)C(=O)NCC3(CCC3)c4ccccc4	L7
Z24180390	C=CCn1c(SCC(=O)N2CC(=O)Nc3ccccc23)nnc1C4COc5ccccc5O4	L7
Z30733963	CCCc1ccc(cc1)c2nc(NC(=O)c3ccc4ccccc4c3)sc2C	L7
Z15735438	CCCCCn1c(SCC(=O)N2CCC(CC2)C(=O)O)nc3ccccc13	L7
Z57457505	CC(C)Nc1c(Cc2ccc(Cl)cc2)c(C)c(C#N)c3nc4ccccc4n13	L7
Z64660703	Cc1ccc(NC(=O)CN2CCN(CC2)c3ccc(c4cnccc34)[N+](=O)[O-])cc1	L7
Z28017405	CCN(Cc1ccc2OCCOc2c1)C(=O)CSc3oc(nn3)c4ccc5OCOc5c4	L7
Z33047150	CCOc1ccc(cc1)N2CC(CC2=O)C(=O)NNC(=O)c3cc(n[nH]3)c4ccccc4	L7
Z49609454	Cc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)N\N=C\c3cccnc3)c(C)c1	L7
Z29461454	O=C(CC(c1ccccc1)c2ccccc2)Nc3nc(cs3)c4ccncc4	L7
Z32352620	O=C(COc1ccc2C3=C(CCC3)C(=O)Oc2c1)NC4CCN(Cc5ccccc5)CC4	L7
Z29601469	CCCCN1C(=O)NC(=O)C(=C1N)N(Cc2ccccc2OC)C(=O)COc3ccccc3C#N	L8
Z28297914	Cc1ccc(cc1C)c2csc(NC(=O)CC3=NNC(=O)c4ccccc34)n2	L8
Z16402068	CC1CCC2(CC1)NC(=O)N(NC(=O)CSc3oc(COc4cccc(C)c4)nn3)C2=O	L8
Z102605334	Fc1ccc(cc1)c2noc(CCC(=O)N3CCC(CC3)C(=O)Nc4ccc5OCOc5c4)n2	L8
Z1166054247	CCCCN(C)C(=O)c1ccccc1S(=O)(=O)NCC(C)N(C)c2ccccc2	L8
Z1444858151	OC(=O)CCCCCNC(=O)c1cccc(c1)S(=O)(=O)Nc2ccccc2F	L8
Z237203724	COc1ccc(cc1)c2nnc(S)n2CCC(=O)Nc3ccc(C)c(c3)S(=O)(=O)N(C)C	L8
Z30957380	CCN1C(=O)N(Cc2ccccc2)C(=C(C(=O)CN3CCN(CC3)c4ccccc4OC)C1=O)N	L8
Z65154069	Cc1ccccc1CN2CCN(CC3=Nc4scc(c5ccc(F)cc5)c4C(=O)N3)CC2	L8
Z109525836	Clc1ccccc1NC(=O)CN2CCN(CC2)C(=O)CCc3onc(n3)c4cccs4	L8
Z738390392	Cc1cc(C)n(n1)c2ccc(NS(=O)(=O)c3ccc(cc3)C(=O)O)cc2F	L8
Z30473563	CC1Cc2ccccc2N1S(=O)(=O)c3cccc(c3)C(=O)Nc4nn5cnnc5s4	L8
Z30153497	CCCCN(C(=O)C1CCN(CC1)C(=O)c2ccccc2C)C3=C(N)N(CCC)C(=O)NC3=O	L8
Z26188020	CCCCn1cnc2N(CCC)C(=O)N(CC(=O)Nc3cccc(Cl)c3)C(=O)c12	L8
Z26725930	O=C(CCCc1nc2ccccc2s1)NC(c3ccccc3)c4ccccc4	L8
Z167360292	CS(=O)(=O)c1ccc(NCCNC(=O)C2C3CC4CC(CC2C4)C3)c(c1)[N+](=O)[O-]	L8
Z48628457	Cc1ccc(cc1)C2=CS\C(=N/CCc3ccccc3)\N2\N=C\c4ccccn4	L8
Z29042241	CCCCN1C(=C(N(CCC(C)C)C(=O)c2ccc(c(C)c2)[N+](=O)[O-])C(=O)NC1=O)N	L8
Z24349164	CN(C1CCS(=O)(=O)C1)C(=O)CSC2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4	L8
Z1956082320	Cc1cccc(CC(=O)NCc2cccc(c2)n3ccc(n3)C(=O)O)c1	L8
Z56823469	C1Cc2cnn(c3ccc4ccccc4c3)c2/C/1=C/c5ccccc5	L8
Z19526711	CC(=O)Nc1cccc(NC(=O)CSC2=Nc3ccccc3C(=O)N2CC=C)c1	L8
Z237455640	COC(=O)c1ccc(N2CCCC2)c(NC(=O)CCN3C(=O)c4ccccc4C3=O)c1	L8
Z71105155	Cn1ccnc1C(=O)c2ccc(NC(=O)c3ccc(OCC4CCCO4)cc3)cc2	L8
Z51419101	CCc1ccccc1Nc2nc(N)nc(CSc3nc4cc(ccc4n3CC)S(=O)(=O)N)n2	L8
Z58996859	Cc1cc(ccc1NC(=O)c2ccc3C(=O)N(Cc4occc4)C(=O)c3c2)[N+](=O)[O-]	L8
Z298191360	NC(=O)CCCCCN1C(=O)c2ccccc2N=C1SCc3nnnn3C4CC4	L8
Z56776495	C\C(=N/OCC(=O)NN=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C)\c2ccc(Cl)c(Cl)c2	L8
Z67761265	Clc1ccc(Cc2cnc(NC(=O)C34CC5CC(CC(Cl)(C5)C3)C4)s2)cc1	L8
Z26167386	CCCCN1C(=O)N(CC(=O)Nc2ccc(cc2)N3CCCCC3)C(=O)c4c1ncn4CCOC	L8
Z223696258	O=C(CSc1nnc(N2CCCCC2)n1C3CC3)Nc4ccc5OCCOc5c4	L8
Z337798698	CCCN1C(=O)NC(=O)c2c1nc(cc2C(=O)N3CCCC(C3)C(=O)OCC)C4CC4	L8
Z66322029	CC(C)Cn1c(C)c(C)nc1SCC(=O)Nc2ccccc2c3ccccc3	L8
Z226568718	CCC(NC(=O)c1sc(nc1C)c2ccccn2)c3ccc(Cl)cc3	L8
Z319687250	COc1ccc(cc1OC)C2CCCN2C(=O)C3=NN(C(C3)C(=O)N)c4ccccc4	L8
Z603977158	[O-][N+](=O)c1ccc(cn1)N2CCN(CC2)C(=O)Nc3ccn(Cc4ccccc4)n3	L8
Z52418281	Cn1nnnc1SCC(=O)Nc2ccc(cc2)C(=O)Nc3ccccc3N4CCCC4	L8
Z2150005573	CC(C)n1nc(cc1NC(=O)C2(CCOCC2)S(=O)(=O)c3ccccc3)c4occc4	L8
Z18314670	CCC(C)NC(=O)COC(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1Cl	L8
Z106747400	CC(N1CCC(CC1)C(=O)N2CCCCCC2)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCC4	L8
Z56935539	CCCC(=O)Nc1ccc(Cl)c(NC(=O)c2ccc(cc2)c3ccccc3)c1	L8
Z27771694	CN1C(=O)N(C)c2ncn(CCCC(=O)Nc3nc(cs3)c4ccccc4)c2C1=O	L8
Z20117192	CCN(CC)CCCN1C(=O)c2ccccc2N=C1SCC(=O)NC(=O)NC(C)C	L8
Z52493577	CCCC(=O)Nc1ccc(cc1)c2csc(NC(=O)CN3C=Nc4ccccc4C3=O)n2	L8
Z15929440	FC(F)(F)c1ccc2c(c1)nc(SCC(=O)c3ccc[nH]3)n2Cc4ccccc4	L8
Z19656833	Cc1ccc2C(=CC(=O)Oc2c1C)CSc3nnnn3c4ccccc4	L8
Z961273322	CCCC(C)NC(=O)C1CCCN(CCC(=O)Nc2cc(ccc2Cl)S(=O)(=O)N(C)C)C1	L8
Z28290217	CC(C)CC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)Nc2ccccc2F	L8
Z20271610	Cc1ccc(Nc2nnc(SCC(=O)NC3CCS(=O)(=O)C3)s2)c(C)c1	L8
Z317178598	CCOc1ccc(cc1NC(=O)CN(Cc2occc2)C3CC3)S(=O)(=O)N4CCCCC4	L8
Z240696566	Cn1ccnc1c2sc(NC(=O)CN3CCCCCC3=O)nc2c4ccccc4	L8
Z1318114279	CC(C)(N1CCN(CC(=O)Nc2ccc(cc2)\N=N\c3ccccc3)CC1)C(=O)N	L8
Z29659485	COc1cc(C)c(NC(=O)C2CCC(=O)N(C2c3ccccc3OC)c4ccc(C)cc4)cc1OC	L8
Z33479539	Cn1c(CC(=O)NNC(=O)CCCN2C(=O)Oc3ccccc23)nc4ccccc14	L8
Z740177650	Cc1nc(sc1C(=O)NC(C2CCCO2)c3ccc(F)cc3)c4ccccc4	L8
Z46278088	CC(=O)Nc1nc(CN2CCN(CC2)S(=O)(=O)c3cccc(Cl)c3Cl)cs1	L8
Z1334553815	CCCCN1C(=O)NC(=O)c2c1nc(COC(=O)[C@H](O)c3ccccc3Cl)n2C	L8
Z52421937	O=C(Nc1ccccc1N2CCCC2)c3cn(nc3c4cccnc4)c5ccccc5	L8
Z296201152	CCOC(=O)C1CCCN(C1)C(=O)C2CSC(Cc3ccccc3F)C(=O)N2	L8
Z228304290	Cn1c(CC(NC(=O)c2ccc(Cl)cc2)c3ccccc3)nc4ccccc14	L8
Z26596389	O=C(COc1ccccc1Cc2ccccc2)NCC3(CCCCC3)N4CCCCC4	L8
Z112495222	CCC1=NN2C(=O)C=C(COC(=O)c3ccc4[nH]c5CCCCc5c4c3)N=C2S1	L8
Z215605452	CC(C)C(C)NC(=O)COC(=O)C1CCN(CC1)c2ccc3nnc(n3n2)C(F)(F)F	L8
Z109736422	Fc1ccc(cc1)c2nn(cc2CNC(=O)c3ccccc3)c4ccccc4	L8
Z109393256	COc1cccc(c1)C(CNC(=O)C2CCN(CC2)S(=O)(=O)c3ccccc3C#N)N4CCCC4	L8
Z25448049	COc1ccc(\C=C\C(=O)NC(C)C(=O)OCN2C(=O)c3ccccc3C2=O)cc1	L8
Z118263332	CCCCN1C(=O)NC(=O)c2c1nc(COC(=O)CCNC(=O)CCC(=O)c3ccccc3)n2C	L8
Z20241780	COc1ccc(NC(=O)CSc2nnc3ccccn23)cc1S(=O)(=O)N4CCCCC4	L8
Z284654614	COC(=O)c1cc(NC(=O)C2CCCN(C2)S(=O)(=O)c3ccc(C)s3)c(F)cc1F	L8
Z55882130	Cc1onc(C)c1CSC2=Nc3cc(ccc3C(=O)N2Cc4ccccc4)C(=O)O	L8
Z415092336	CC1=C(SC(=O)N1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3cccc(OC(F)(F)F)c3	L8
Z228136746	CN(Cc1cn(nc1c2ccccc2)c3ccccc3)C(=O)C4CCN(CC4)S(=O)(=O)C	L8
Z164803042	CS(=O)(=O)NCCc1ccc(s1)C(=O)Nc2nc(cs2)c3ccccn3	L8
Z1913108889	CCn1c(nnc1S(=O)(=O)C(C)C(=O)NC2CCCCC2C)c3ccncc3	L8
Z60745131	O=C(CSCC1=Nc2scc(c3cccs3)c2C(=O)N1)Nc4ccccn4	L8
Z92390611	CC(OC(=O)c1cc(Cl)c2OCCCOc2c1)C(=O)c3ccc4OCC(=O)Nc4c3	L8
Z1770739747	CC(NCc1nc2ccccc2n1C(F)F)c3nc4ccccc4n3C(F)F	L8
Z1021131862	COCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2cc([nH]n2)c3c(F)cccc3F	L8
Z15999376	Clc1ccc(CN2C(=O)c3ccccc3N=C2SCC(=O)N4CCCCC4)cc1	L8
Z56599718	Cc1cc2ccccn2c1C(=O)c3ccc4C(=O)c5ccccc5S(=O)(=O)c4c3	L8
Z336090340	CCN1C(=N)C(=CC2=C1N=C3C=CC(=CN3C2=O)C)S(=O)(=O)c4ccc(Cl)cc4	L8
Z992033856	CCN(CC)S(=O)(=O)NC(=O)CSc1nnc(c2cccc(C)c2)n1CC	L8
Z594981274	CC\C=C(/C)\C(=O)NCc1cn(Cc2ccccc2)nc1c3ccccc3	L8
Z27772376	CN1CCN(CC1)S(=O)(=O)c2cccc(c2)C(=O)Nc3nc(cs3)c4ccccc4	L8
Z730737464	CC(C)c1cc(C(=O)N2CCCCC2c3nc4ccccc4n3C)c5c(C)nn(C)c5n1	L8
Z240481954	CCS(=O)(=O)c1ccc(O)c(NC(=O)Cc2nc(oc2C)c3ccccc3)c1	L8
Z358246606	CCSc1nnc(NC(=O)C2CCN(CC2)c3oc(nc3C#N)c4occc4)s1	L8
Z118738728	O=C(Nc1ccc(cc1)S(=O)(=O)Nc2nccs2)C3COc4ccccc4C3	L8
Z1376453888	CN1C(=O)c2ccc(NC(=O)COc3c(C)cc(Br)cc3[N+](=O)[O-])cc2C1=O	L8
Z70810315	CCN(CC)S(=O)(=O)c1ccc(C)c(c1)C(=O)N2CCCC2c3ccc4OCCCOc4c3	L8
Z166995424	Cn1cc(cc1C(=O)Nc2ccc(cc2)N3CCCCC3)S(=O)(=O)N4CCCC4	L8
Z1157650870	CNC(=O)c1ccc(CNCc2cn(nc2c3ccc(C)cc3)c4ccccc4)cc1	L8
Z90109914	CC(C)Cn1c(CCC(=O)N)nnc1SCc2oc(nn2)c3c(C)onc3c4ccccc4	L8
Z97018568	CCCn1c(O)nnc1SCC(=O)N2CCN(CC(=O)Nc3ccccc3CC)CC2	L8
Z51997646	COc1ccc(cc1OC)c2nn(Cc3ccccc3)cc2C(=O)Nc4ccc(cc4)N5CCOCC5	L8
Z28275161	FC(F)(F)c1ccc(Cl)c(c1)S(=O)(=O)N2CCC(CC2)C(=O)NCCCN3CCCC3=O	L8
Z30228252	O=C(CCCN1C(=O)c2ccccc2C1=O)Nc3ccc(cc3)S(=O)(=O)N4CCCCC4	L8
Z193606382	COCCn1c(Cc2ccccc2)nnc1SC(C)c3nc(N)nc(n3)N(C)C	L8
Z406612360	CC(Oc1cccc(Cl)c1Cl)C(=O)NC2CCSc3ccc(F)cc23	L8
Z789355842	CN(C)CCOc1ccc(CNC(=O)N(C)CCCc2cc(n[nH]2)c3cccc(F)c3)cc1	L8
Z57383276	CCN(CC)CCCN1C(C(=C(O)C1=O)C(=O)c2ccc3OCCOc3c2)c4cccc(c4)[N+](=O)[O-]	L8
Z27646966	CC1=Nc2scc(c3cccs3)c2C(=O)N1CC(=O)Nc4ccc5OCOc5c4	L8
Z32622377	O=C(Nc1ccccc1N2CCCCC2)c3cccc(c3)S(=O)(=O)NCC4CCCO4	L8
Z15835790	CCN(CC(=O)NC(C)C)C(=O)CSc1nnc(c2ccc(Cl)cc2)n1C	L8
Z82253708	Cc1ccc2C(=O)N(CCCC(=O)Nc3ccc(cc3C)N4CCCC4)C(=O)c2c1	L8
Z1213739985	Cc1ccc(CN2C(=N)C(=CC3=C2N=C4C=CC=CN4C3=O)C(=O)NC5CCCC5)cc1	L8
Z193937602	CC(C)Cn1c(CCC(=O)N)nnc1SCc2nc(N)c3c(C)c(C)sc3n2	L8
Z65233974	COc1ccc(NC(=O)c2ccccc2NC(=O)CN3CCN(CC3)C(=O)c4cccs4)cc1	L8
Z237645338	CC(C)C(C)(NC(=O)CSc1nnc(c2cccs2)n1CCC(=O)N)C#N	L8
Z14754745	O=C(COC(=O)CCCN1C(=O)c2cccc3cccc(C1=O)c23)NCc4ccc5OCOc5c4	L8
Z424860188	Cc1nccn1c2ccc(cc2NC(=O)CCN3C(=O)c4ccccc4C3=O)C(F)(F)F	L8
Z140919398	Clc1ccc(Cl)c(NC(=O)CN(Cc2occc2)C3CCS(=O)(=O)C3)c1	L8
Z27783394	Cc1c(sc2N=C3CCCCCN3C(=O)c12)C(=O)Nc4ccccc4Br	L8
Z445088250	COc1cc(OC)c(OC)cc1CNC(=O)c2nc(ncc2Cl)N3CCCCC3	L8
Z224729250	CCOC(=O)c1[nH]c(C)c(C(=O)CN2CCC(CC2)N3C(=O)Nc4ccccc34)c1C	L8
